ticker,date,open,high,low,close,adj close,volume
HDFC.NS,2020-08-06,1798.25,1805.7,1762.05,1783.75,1767.61,6004606
HDFC.NS,2020-08-05,1784.4,1811.5,1766.25,1776.7,1760.62,5576452
HDFC.NS,2020-08-04,1749.0,1794.45,1743.4,1781.1,1764.98,4722573
HDFC.NS,2020-08-03,1781.0,1781.95,1730.1,1739.8,1724.05,4648922
HDFC.NS,2020-07-31,1805.0,1811.2,1759.0,1781.95,1765.82,7745798
HDFC.NS,2020-07-30,1880.0,1900.7,1804.0,1810.65,1794.26,7472920
HDFC.NS,2020-07-29,1885.0,1918.5,1867.2,1877.3,1860.31,7413828
HDFC.NS,2020-07-28,1859.35,1907.0,1844.5,1897.35,1880.18,4346191
HDFC.NS,2020-07-27,1841.3,1861.95,1824.0,1850.75,1834.0,3724634
HDFC.NS,2020-07-24,1854.0,1857.8,1817.0,1841.3,1824.64,3309135
HDFC.NS,2020-07-23,1881.05,1910.0,1871.6,1875.8,1858.82,3647232
HDFC.NS,2020-07-22,1895.5,1898.95,1851.5,1881.05,1864.03,5538884
HDFC.NS,2020-07-21,1816.5,1900.95,1815.0,1883.65,1866.6,6883945
HDFC.NS,2020-07-20,1844.0,1844.0,1801.0,1806.05,1789.7,3915625
HDFC.NS,2020-07-17,1800.0,1821.95,1784.05,1805.85,1789.51,4240987
HDFC.NS,2020-07-16,1792.0,1794.7,1750.0,1787.8,1771.62,4230092
HDFC.NS,2020-07-15,1809.0,1821.9,1782.0,1789.9,1773.7,3994968
HDFC.NS,2020-07-14,1825.0,1825.3,1770.5,1791.6,1775.39,5529618
HDFC.NS,2020-07-13,1905.0,1907.2,1840.0,1845.55,1828.85,3403602
HDFC.NS,2020-07-10,1915.0,1931.9,1876.25,1886.0,1868.93,3853077
HDFC.NS,2020-07-09,1871.3,1947.9,1865.0,1941.85,1903.47,6703275
HDFC.NS,2020-07-08,1895.0,1907.0,1871.0,1886.05,1828.18,2885741
